description,type,name,year,region_s,price
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,1989,North West,3.2407916
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,1989,North,3.0644217
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,1989,Wales,3.0644217
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,1989,Scotland,3.5494382
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,1989,Northern Ireland,3.2628376
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,1989,London,1.9621117
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,1989,South East,1.7857422
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,1989,South West,2.0613198
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,1989,East Anglia,1.9841579
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,1989,East Midlands,2.1164351
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,1989,West Midlands,1.9621117
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,1989,Yorkshire & Humber,1.7636961
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,1989,North West,1.9400656
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,1989,North,1.7636961
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,1989,Wales,1.873927
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,1989,Scotland,2.105412
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,1989,Northern Ireland,2.1825738
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1989,London,1.1900001
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1989,South East,1.25
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1989,South West,1.13
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1989,East Anglia,1.1900001
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1989,East Midlands,1.26
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1989,West Midlands,1.14
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1989,Yorkshire & Humber,1.255
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1989,North West,1.23
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1989,North,1.25
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1989,Wales,1.275
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1989,Scotland,1.2
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1989,Northern Ireland,1.29
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1989,London,6.3249998
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1989,South East,6.5500002
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1989,South West,6.4000001
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1989,East Anglia,6.6999998
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1989,East Midlands,5.1999998
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1989,West Midlands,4.9899998
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1989,Yorkshire & Humber,5.1549997
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1989,North West,5.4700003
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1989,North,5.25
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1989,Wales,5.8000002
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1989,Scotland,5.4499998
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1989,Northern Ireland,6.6700001
CREAM CRACKERS PACK 200G-300G,Food,Crackers,1989,London,.20999999
CREAM CRACKERS PACK 200G-300G,Food,Crackers,1989,South East,.22
CREAM CRACKERS PACK 200G-300G,Food,Crackers,1989,South West,.23999999
CREAM CRACKERS PACK 200G-300G,Food,Crackers,1989,East Anglia,.23999999
CREAM CRACKERS PACK 200G-300G,Food,Crackers,1989,East Midlands,.23999999
CREAM CRACKERS PACK 200G-300G,Food,Crackers,1989,West Midlands,.23999999
CREAM CRACKERS PACK 200G-300G,Food,Crackers,1989,Yorkshire & Humber,.23999999
CREAM CRACKERS PACK 200G-300G,Food,Crackers,1989,North West,.23999999
CREAM CRACKERS PACK 200G-300G,Food,Crackers,1989,North,.23999999
CREAM CRACKERS PACK 200G-300G,Food,Crackers,1989,Wales,.23999999
CREAM CRACKERS PACK 200G-300G,Food,Crackers,1989,Scotland,.23999999
CREAM CRACKERS PACK 200G-300G,Food,Crackers,1989,Northern Ireland,.27000001
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,1989,London,12.95
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,1989,South East,13.45
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,1989,South West,13.45
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,1989,East Anglia,13.99
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,1989,East Midlands,7.9899998
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,1989,West Midlands,12.99
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,1989,Yorkshire & Humber,7.9899998
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,1989,North West,12.99
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,1989,North,11.219999
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,1989,Wales,10.99
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,1989,Scotland,14.99
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,1989,Northern Ireland,14.99
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1989,London,16.99
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1989,South East,22.99
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1989,South West,24.99
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1989,East Anglia,34.5
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1989,East Midlands,19.75
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1989,West Midlands,26.799999
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1989,Yorkshire & Humber,25
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1989,North West,22.5
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1989,North,34.950001
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1989,Wales,22.99
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1989,Scotland,21.99
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1989,Northern Ireland,9.5500002
LADIES HAND/SHLDER BAG,Presents,Handbag,1989,London,17.99
LADIES HAND/SHLDER BAG,Presents,Handbag,1989,South East,12.99
LADIES HAND/SHLDER BAG,Presents,Handbag,1989,South West,12.969999
LADIES HAND/SHLDER BAG,Presents,Handbag,1989,East Anglia,15.5
LADIES HAND/SHLDER BAG,Presents,Handbag,1989,East Midlands,12.99
LADIES HAND/SHLDER BAG,Presents,Handbag,1989,West Midlands,15.95
LADIES HAND/SHLDER BAG,Presents,Handbag,1989,Yorkshire & Humber,9.9899998
LADIES HAND/SHLDER BAG,Presents,Handbag,1989,North West,15.99
LADIES HAND/SHLDER BAG,Presents,Handbag,1989,North,7.9899998
LADIES HAND/SHLDER BAG,Presents,Handbag,1989,Wales,13.99
LADIES HAND/SHLDER BAG,Presents,Handbag,1989,Scotland,10.99
LADIES HAND/SHLDER BAG,Presents,Handbag,1989,Northern Ireland,16.950001
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,1989,London,.75
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,1989,South East,.75
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,1989,South West,.75
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,1989,East Anglia,.75
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,1989,East Midlands,.75
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,1989,West Midlands,.75
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,1989,Yorkshire & Humber,.75
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,1989,North West,.75
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,1989,North,.75
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,1989,Wales,.75
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,1989,Scotland,.75
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,1989,Northern Ireland,.75
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,1989,London,2.1825738
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,1989,South East,2.1825738
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,1989,South West,2.4691744
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,1989,East Anglia,2.5353129
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,1989,East Midlands,2.4691744
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,1989,West Midlands,2.4030359
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,1989,Yorkshire & Humber,2.1825738
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,1989,North West,2.3809898
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,1989,North,2.6124747
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,1989,Wales,2.1825738
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,1989,Scotland,3.7037616
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,1989,Northern Ireland,4.8501639
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,1989,London,9.9499998
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,1989,South East,7.5
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,1989,South West,8.5200005
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,1989,East Anglia,5.6500001
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,1989,East Midlands,12.79
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,1989,West Midlands,4.9899998
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,1989,Yorkshire & Humber,6.4899998
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,1989,North West,8.5
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,1989,North,5.9899998
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,1989,Wales,9.9899998
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,1989,Scotland,4.5
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,1989,Northern Ireland,9.0949993
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,1989,London,3.7147846
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,1989,South East,3.4392071
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,1989,South West,3.5935307
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,1989,East Anglia,3.4943228
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,1989,East Midlands,3.5053458
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,1989,West Midlands,3.5273921
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,1989,Yorkshire & Humber,3.2848837
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,1989,North West,3.3289762
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,1989,North,3.5273921
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,1989,Wales,3.6376228
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,1989,Scotland,3.9462698
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,1989,Northern Ireland,4.8281178
FORTIFIED WINE  (70-75CL),Drink,Sherry,1989,London,4.5900002
FORTIFIED WINE  (70-75CL),Drink,Sherry,1989,South East,4.3899999
FORTIFIED WINE  (70-75CL),Drink,Sherry,1989,South West,4.3499999
FORTIFIED WINE  (70-75CL),Drink,Sherry,1989,East Anglia,3.1900001
FORTIFIED WINE  (70-75CL),Drink,Sherry,1989,East Midlands,3.6900001
FORTIFIED WINE  (70-75CL),Drink,Sherry,1989,West Midlands,3.1199999
FORTIFIED WINE  (70-75CL),Drink,Sherry,1989,Yorkshire & Humber,2.99
FORTIFIED WINE  (70-75CL),Drink,Sherry,1989,North West,2.99
FORTIFIED WINE  (70-75CL),Drink,Sherry,1989,North,3.1900001
FORTIFIED WINE  (70-75CL),Drink,Sherry,1989,Wales,3.6900001
FORTIFIED WINE  (70-75CL),Drink,Sherry,1989,Scotland,4.1999998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1989,Northern Ireland,4.29
DRAUGHT STOUT PER PINT,Drink,Stout,1989,London,1.26
DRAUGHT STOUT PER PINT,Drink,Stout,1989,South East,1.24
DRAUGHT STOUT PER PINT,Drink,Stout,1989,South West,1.2
DRAUGHT STOUT PER PINT,Drink,Stout,1989,East Anglia,1.1799999
DRAUGHT STOUT PER PINT,Drink,Stout,1989,East Midlands,1.15
DRAUGHT STOUT PER PINT,Drink,Stout,1989,West Midlands,1.12
DRAUGHT STOUT PER PINT,Drink,Stout,1989,Yorkshire & Humber,1.13
DRAUGHT STOUT PER PINT,Drink,Stout,1989,North West,1.11
DRAUGHT STOUT PER PINT,Drink,Stout,1989,North,1.11
DRAUGHT STOUT PER PINT,Drink,Stout,1989,Wales,1.1
DRAUGHT STOUT PER PINT,Drink,Stout,1989,Scotland,1.08
DRAUGHT STOUT PER PINT,Drink,Stout,1989,Northern Ireland,1.0599999
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,1989,London,2.1500001
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,1989,South East,.89999998
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,1989,South West,.85000002
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,1989,East Anglia,.99000001
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,1989,East Midlands,.89999998
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,1989,West Midlands,.85000002
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,1989,Yorkshire & Humber,.79000002
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,1989,North West,.88999999
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,1989,North,.94999999
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,1989,Wales,.99000001
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,1989,Scotland,.79000002
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,1989,Northern Ireland,2.95
APPLES-COOKING-PER KG,Food,Apples,1990,London,.90389419
APPLES-COOKING-PER KG,Food,Apples,1990,South East,.92594039
APPLES-COOKING-PER KG,Food,Apples,1990,South West,.88184804
APPLES-COOKING-PER KG,Food,Apples,1990,East Anglia,.97003281
APPLES-COOKING-PER KG,Food,Apples,1990,East Midlands,.92594039
APPLES-COOKING-PER KG,Food,Apples,1990,West Midlands,.9369635
APPLES-COOKING-PER KG,Food,Apples,1990,Yorkshire & Humber,1.0251483
APPLES-COOKING-PER KG,Food,Apples,1990,North West,.88184804
APPLES-COOKING-PER KG,Food,Apples,1990,North,.92594039
APPLES-COOKING-PER KG,Food,Apples,1990,Wales,.92594039
APPLES-COOKING-PER KG,Food,Apples,1990,Scotland,.85980177
APPLES-COOKING-PER KG,Food,Apples,1990,Northern Ireland,.6393398
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,1990,London,5.9083819
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,1990,South East,5.7099657
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,1990,South West,5.9083819
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,1990,East Anglia,5.930428
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,1990,East Midlands,5.930428
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,1990,West Midlands,6.1398668
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,1990,Yorkshire & Humber,6.040659
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,1990,North West,6.172936
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,1990,North,6.172936
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,1990,Wales,5.9083819
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,1990,Scotland,6.5477214
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,1990,Northern Ireland,6.1508899
DRAUGHT BITTER (PER PINT),Drink,Bitter,1990,London,1.22
DRAUGHT BITTER (PER PINT),Drink,Bitter,1990,South East,1.16
DRAUGHT BITTER (PER PINT),Drink,Bitter,1990,South West,1.1
DRAUGHT BITTER (PER PINT),Drink,Bitter,1990,East Anglia,1.1
DRAUGHT BITTER (PER PINT),Drink,Bitter,1990,East Midlands,1.02
DRAUGHT BITTER (PER PINT),Drink,Bitter,1990,West Midlands,1
DRAUGHT BITTER (PER PINT),Drink,Bitter,1990,Yorkshire & Humber,1
DRAUGHT BITTER (PER PINT),Drink,Bitter,1990,North West,.98000002
DRAUGHT BITTER (PER PINT),Drink,Bitter,1990,North,1.01
DRAUGHT BITTER (PER PINT),Drink,Bitter,1990,Wales,.94999999
DRAUGHT BITTER (PER PINT),Drink,Bitter,1990,Scotland,1.0599999
DRAUGHT BITTER (PER PINT),Drink,Bitter,1990,Northern Ireland,1.16
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,1990,London,7.9899998
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,1990,South East,7.9899998
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,1990,South West,7.9899998
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,1990,East Anglia,8.9799995
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,1990,East Midlands,8.9799995
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,1990,West Midlands,7.9899998
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,1990,Yorkshire & Humber,7.9899998
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,1990,North West,8.9899998
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,1990,North,8.9899998
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,1990,Wales,8.9899998
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,1990,Scotland,8.9899998
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,1990,Northern Ireland,8.7150002
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1990,London,12.54
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1990,South East,8.9899998
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1990,South West,10.25
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1990,East Anglia,8.9899998
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1990,East Midlands,9.3900003
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1990,West Midlands,10.65
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1990,Yorkshire & Humber,9.1899996
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1990,North West,9.0900002
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1990,North,7.9899998
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1990,Wales,8.9899998
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1990,Scotland,12.5
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1990,Northern Ireland,7.4899998
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,1990,London,.6172936
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,1990,South East,.66138601
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,1990,South West,.66138601
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,1990,East Anglia,.6393398
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,1990,East Midlands,.55115497
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,1990,West Midlands,.6172936
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,1990,Yorkshire & Humber,.66138601
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,1990,North West,.55115497
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,1990,North,.55115497
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,1990,Wales,.55115497
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,1990,Scotland,.55115497
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,1990,Northern Ireland,.55115497
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,1990,London,.6393398
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,1990,South East,.6172936
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,1990,South West,.6393398
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,1990,East Anglia,.6393398
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,1990,East Midlands,.52910876
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,1990,West Midlands,.55115497
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,1990,Yorkshire & Humber,.6393398
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,1990,North West,.45194709
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,1990,North,.44092402
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,1990,Wales,.52910876
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,1990,Scotland,.57320118
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,1990,Northern Ireland,.6393398
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,1990,London,3.2848837
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,1990,South East,3.2077222
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,1990,South West,3.2848837
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,1990,East Anglia,3.1305604
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,1990,East Midlands,3.1966991
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,1990,West Midlands,3.2848837
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,1990,Yorkshire & Humber,3.4392071
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,1990,North West,3.5714843
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,1990,North,3.2628376
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,1990,Wales,3.9462698
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,1990,Scotland,3.9242234
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,1990,Northern Ireland,3.6376228
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,1990,London,2.3809898
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,1990,South East,2.0282505
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,1990,South West,2.3809898
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,1990,East Anglia,2.2928047
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,1990,East Midlands,2.1825738
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,1990,West Midlands,2.1164351
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,1990,Yorkshire & Humber,1.9841579
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,1990,North West,2.0282505
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,1990,North,2.1825738
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,1990,Wales,2.1164351
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,1990,Scotland,2.3809896
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,1990,Northern Ireland,2.2046199
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1990,London,1.26
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1990,South East,1.35
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1990,South West,1.26
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1990,East Anglia,1.3
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1990,East Midlands,1.3
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1990,West Midlands,1.25
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1990,Yorkshire & Humber,1.35
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1990,North West,1.29
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1990,North,1.29
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1990,Wales,1.35
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1990,Scotland,1.28
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1990,Northern Ireland,1.4
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1990,London,6.6500001
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1990,South East,6.8499999
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1990,South West,6.46
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1990,East Anglia,6.8499999
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1990,East Midlands,5.3499999
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1990,West Midlands,5.3000002
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1990,Yorkshire & Humber,5.25
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1990,North West,5.6999998
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1990,North,5.0999999
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1990,Wales,5.9499998
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1990,Scotland,5.6500001
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1990,Northern Ireland,6.8000002
CREAM CRACKERS PACK 200G-300G,Food,Crackers,1990,London,.25999999
CREAM CRACKERS PACK 200G-300G,Food,Crackers,1990,South East,.23999999
CREAM CRACKERS PACK 200G-300G,Food,Crackers,1990,South West,.25
CREAM CRACKERS PACK 200G-300G,Food,Crackers,1990,East Anglia,.25999999
CREAM CRACKERS PACK 200G-300G,Food,Crackers,1990,East Midlands,.25
CREAM CRACKERS PACK 200G-300G,Food,Crackers,1990,West Midlands,.25
CREAM CRACKERS PACK 200G-300G,Food,Crackers,1990,Yorkshire & Humber,.25999999
CREAM CRACKERS PACK 200G-300G,Food,Crackers,1990,North West,.25
CREAM CRACKERS PACK 200G-300G,Food,Crackers,1990,North,.23999999
CREAM CRACKERS PACK 200G-300G,Food,Crackers,1990,Wales,.25999999
CREAM CRACKERS PACK 200G-300G,Food,Crackers,1990,Scotland,.25999999
CREAM CRACKERS PACK 200G-300G,Food,Crackers,1990,Northern Ireland,.25999999
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,1990,London,14.35
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,1990,South East,13.99
